tanggal,waktu,id,produk
07/19/2023 09:55:00,09:55:00 AM,375,Paper Cup Bowl
07/19/2023 09:56:00,09:56:00 AM,376,Dancow Sachet
07/19/2023 09:57:00,09:57:00 AM,377,Puding Susu Coklat
07/19/2023 09:57:00,09:57:00 AM,377,Nutrijel Coklat
07/19/2023 09:58:00,09:58:00 AM,378,Wayang 14x25x05
07/19/2023 09:58:00,09:58:00 AM,378,Wayang 14x25x05
07/19/2023 09:58:00,09:58:00 AM,378,Wayang 17x30x05
07/19/2023 10:16:00,10:16:00 AM,379,Selai Stroberi 250gr
07/19/2023 12:38:00,12:38:00 PM,380,Sterofoam Mangkok Besar
07/19/2023 14:36:00,02:36:00 PM,381,Cup 16 Oz
07/19/2023 15:19:00,03:19:00 PM,382,Evaporasi F&N
07/19/2023 15:19:00,03:19:00 PM,382,Evaporasi F&N
07/19/2023 15:19:00,03:19:00 PM,382,Evaporasi F&N
07/19/2023 15:19:00,03:19:00 PM,382,Evaporasi F&N
07/19/2023 15:19:00,03:19:00 PM,382,Evaporasi F&N
07/19/2023 15:49:00,03:49:00 PM,383,Plastik Tomat 11x30
07/20/2023 08:30:00,08:30:00 AM,384,Tepung Beras Rosebrand
07/20/2023 08:30:00,08:30:00 AM,384,Buldozer 15 Hitam
07/20/2023 08:31:00,08:31:00 AM,385,Mayonais Mamayo 1kg
07/20/2023 08:31:00,08:31:00 AM,385,McLewis Saos Cabe 1kg
07/20/2023 11:11:00,11:11:00 AM,386,Wayang 10x15x05
07/20/2023 11:12:00,11:12:00 AM,387,Kertas Nasi Osaka
07/20/2023 11:12:00,11:12:00 AM,387,Gula Pasir 250gr
07/20/2023 14:52:00,02:52:00 PM,388,Diamond Coklat Blok
07/20/2023 14:53:00,02:53:00 PM,389,Tepung Roti 250gr
07/20/2023 15:18:00,03:18:00 PM,390,Wincheez
07/20/2023 15:18:00,03:18:00 PM,390,Dairy Champ
07/20/2023 15:18:00,03:18:00 PM,390,Kresek Tomat 24
07/20/2023 15:23:00,03:23:00 PM,391,Cup Ager 50ml
07/20/2023 15:23:00,03:23:00 PM,391,Tutup Cup Ager
07/20/2023 17:34:00,05:34:00 PM,392,Selai Coklat Biasa 250gr
07/20/2023 17:34:00,05:34:00 PM,393,Terigu Biasa
07/20/2023 17:34:00,05:34:00 PM,393,Terigu Biasa
07/20/2023 17:34:00,05:34:00 PM,393,Gula Pasir 250gr
07/20/2023 18:30:00,06:30:00 PM,394,Sterofoam Mangkok Besar
07/21/2023 08:08:00,08:08:00 AM,395,Tusuk Sate Panjang
07/21/2023 08:09:00,08:09:00 AM,396,Sterofoam Mangkok Besar
07/21/2023 08:09:00,08:09:00 AM,396,Sterofoam Seblak
07/21/2023 08:09:00,08:09:00 AM,396,Selai Coklat Biasa 250gr
07/21/2023 08:09:00,08:09:00 AM,396,Tepung Roti 250gr
07/21/2023 08:09:00,08:09:00 AM,396,Sendok Bebek
07/21/2023 08:09:00,08:09:00 AM,396,Bader 10x20
07/21/2023 08:09:00,08:09:00 AM,396,Bader 12x25
07/21/2023 08:11:00,08:11:00 AM,397,Kresek Tomat 15
07/21/2023 08:11:00,08:11:00 AM,397,Bader 15x30
07/21/2023 08:22:00,08:22:00 AM,398,Collata Coklat Blok 500gr
07/21/2023 08:22:00,08:22:00 AM,398,Wincheez
07/21/2023 08:22:00,08:22:00 AM,398,Forvita 500gr
07/21/2023 08:22:00,08:22:00 AM,398,Forvita 500gr
07/21/2023 09:12:00,09:12:00 AM,399,Thinwall 500ml
07/21/2023 09:14:00,09:14:00 AM,400,Nutrijel Mangga
07/21/2023 09:14:00,09:14:00 AM,400,Nutrijel Strawberry
07/21/2023 09:14:00,09:14:00 AM,400,Gula Pasir 250gr
07/21/2023 11:31:00,11:31:00 AM,401,Sterofoam Seblak
07/21/2023 13:41:00,01:41:00 PM,402,Sterofoam Bubur
07/21/2023 13:42:00,01:42:00 PM,403,Mika 4xc
07/21/2023 13:42:00,01:42:00 PM,403,Bader 10x20
07/21/2023 14:13:00,02:13:00 PM,404,Tepung Roti 250gr
07/21/2023 14:13:00,02:13:00 PM,404,Tepung Roti 250gr
07/21/2023 14:13:00,02:13:00 PM,404,Tepung Roti 250gr
07/21/2023 14:13:00,02:13:00 PM,404,Tepung Roti 250gr
07/21/2023 14:13:00,02:13:00 PM,404,Plastik Klip 5x8
07/21/2023 15:18:00,03:18:00 PM,405,Selai Coklat Biasa 250gr
07/21/2023 15:19:00,03:19:00 PM,406,Kresek Tomat 15
07/21/2023 15:19:00,03:19:00 PM,406,Kresek Tomat 24
07/21/2023 16:37:00,04:37:00 PM,407,Mika 3x
07/22/2023 07:55:00,07:55:00 AM,408,Wayang 20x35x05
07/22/2023 07:56:00,07:56:00 AM,409,Palmia 200gr
07/22/2023 07:56:00,07:56:00 AM,409,Tepung Ketan Hitam
07/22/2023 07:57:00,07:57:00 AM,410,Plastik Klip 5x8
07/22/2023 07:58:00,07:58:00 AM,411,Seres Kiloan/250gr
07/22/2023 07:58:00,07:58:00 AM,411,Glaze Coklat
07/22/2023 07:58:00,07:58:00 AM,411,Segitiga Biru Kemasan 1kg
07/22/2023 11:17:00,11:17:00 AM,412,Sterofoam Mangkok Besar
07/22/2023 11:17:00,11:17:00 AM,412,Sterofoam Seblak
07/22/2023 11:17:00,11:17:00 AM,412,Bader 12x25
07/23/2023 08:20:00,08:20:00 AM,413,Tepung Roti 250gr
07/23/2023 08:20:00,08:20:00 AM,413,Evaporasi F&N
07/23/2023 08:20:00,08:20:00 AM,413,Soda Kue
07/23/2023 08:20:00,08:20:00 AM,413,Nutrijel Coklat
07/23/2023 08:20:00,08:20:00 AM,413,Nutrijel Coklat
07/23/2023 10:24:00,10:24:00 AM,414,Wayang 10x15x05
07/23/2023 10:25:00,10:25:00 AM,415,Wayang 10x20x05
07/23/2023 10:26:00,10:26:00 AM,416,Swallow Hijau
07/23/2023 10:26:00,10:26:00 AM,416,Swallow Hijau
07/23/2023 10:27:00,10:27:00 AM,417,Cup 16 Oz
07/23/2023 10:27:00,10:27:00 AM,417,Tutup Datar Buram
07/23/2023 10:27:00,10:27:00 AM,417,Sendok Bebek
07/23/2023 10:27:00,10:27:00 AM,417,Bader 10x20
07/23/2023 10:27:00,10:27:00 AM,417,Bader 12x25
07/23/2023 10:27:00,10:27:00 AM,417,Bader 15x30
07/23/2023 10:27:00,10:27:00 AM,417,Seres Kiloan/250gr
07/23/2023 13:15:00,01:15:00 PM,418,Selai Coklat Biasa 250gr
07/23/2023 13:16:00,01:16:00 PM,419,Cup 12 Oz
07/23/2023 13:16:00,01:16:00 PM,419,Tutup Datar Buram
07/23/2023 13:18:00,01:18:00 PM,420,Tutup Datar Buram
07/23/2023 13:18:00,01:18:00 PM,420,Tutup Datar Buram
07/23/2023 13:18:00,01:18:00 PM,420,Tutup Datar Buram
07/23/2023 13:18:00,01:18:00 PM,420,Tutup Datar Buram
07/23/2023 13:18:00,01:18:00 PM,420,Tutup Datar Buram
07/23/2023 13:18:00,01:18:00 PM,420,Tutup Datar Buram
07/23/2023 13:30:00,01:30:00 PM,421,Sterofoam Mangkok Besar
07/23/2023 13:30:00,01:30:00 PM,421,Sterofoam Seblak
07/23/2023 13:30:00,01:30:00 PM,421,Sendok Bebek
07/23/2023 13:32:00,01:32:00 PM,422,Wincheez
07/23/2023 13:32:00,01:32:00 PM,422,Dairy Champ
07/23/2023 13:32:00,01:32:00 PM,422,Forvita 500gr
07/23/2023 14:45:00,02:45:00 PM,423,Plastik Tomat 10x30
07/23/2023 18:11:00,06:11:00 PM,424,Forvita 500gr
07/23/2023 18:12:00,06:12:00 PM,425,Dairy Champ
07/24/2023 05:53:00,05:53:00 AM,426,Plastik Klip 5x8
07/24/2023 05:53:00,05:53:00 AM,426,Plastik Klip 8x12
07/24/2023 11:23:00,11:23:00 AM,427,Sterofoam Mangkok Besar
07/24/2023 11:23:00,11:23:00 AM,427,Sterofoam Seblak
07/24/2023 11:24:00,11:24:00 AM,428,Cup Bryan
07/24/2023 11:25:00,11:25:00 AM,429,Selai Stroberi 250gr
07/24/2023 16:56:00,04:56:00 PM,430,Bader 15x30
07/24/2023 16:56:00,04:56:00 PM,430,Bader 15x30
07/24/2023 16:57:00,04:57:00 PM,431,Plastik Tahan Panas 15x30
07/24/2023 17:12:00,05:12:00 PM,432,Mika Bolu Kotak Uk 22
07/24/2023 17:12:00,05:12:00 PM,432,Mika Bolu Kotak Uk 22
07/25/2023 06:56:00,06:56:00 AM,433,Kresek Tomat 15
07/25/2023 07:53:00,07:53:00 AM,434,Selai Stroberi 250gr
07/25/2023 07:53:00,07:53:00 AM,434,Selai Stroberi 250gr
07/25/2023 07:53:00,07:53:00 AM,434,Wincheez
07/25/2023 07:53:00,07:53:00 AM,434,Dairy Champ
07/25/2023 10:42:00,10:42:00 AM,435,Evaporasi F&N
07/25/2023 10:42:00,10:42:00 AM,435,Evaporasi F&N
07/25/2023 10:42:00,10:42:00 AM,435,Evaporasi F&N
07/25/2023 10:42:00,10:42:00 AM,435,Evaporasi F&N
07/25/2023 10:42:00,10:42:00 AM,435,Evaporasi F&N
07/25/2023 10:42:00,10:42:00 AM,435,Evaporasi F&N
07/25/2023 10:42:00,10:42:00 AM,435,Tepung Beras Rosebrand
07/25/2023 10:42:00,10:42:00 AM,435,Tepung Beras Rosebrand
07/25/2023 10:42:00,10:42:00 AM,435,Vanhoutten
07/25/2023 10:42:00,10:42:00 AM,435,Vanhoutten
07/25/2023 10:42:00,10:42:00 AM,435,Nutrijel Cingcau
07/25/2023 10:42:00,10:42:00 AM,435,Nutrijel Cingcau
07/25/2023 10:42:00,10:42:00 AM,435,Nutrijel Cingcau
07/25/2023 10:42:00,10:42:00 AM,435,Nutrijel Cingcau
07/25/2023 10:42:00,10:42:00 AM,435,Nutrijel Kelapa
07/25/2023 10:42:00,10:42:00 AM,435,Nutrijel Kelapa
07/25/2023 10:42:00,10:42:00 AM,435,Nutrijel Kelapa
07/25/2023 10:42:00,10:42:00 AM,435,Nutrijel Kelapa
07/25/2023 10:42:00,10:42:00 AM,435,Cup Bryan
07/25/2023 10:42:00,10:42:00 AM,435,Cup 16 Oz
07/25/2023 10:42:00,10:42:00 AM,435,Segitiga Biru Kemasan 1kg
07/25/2023 10:42:00,10:42:00 AM,435,Chocochips 100gr
07/25/2023 10:42:00,10:42:00 AM,435,Claris Merah
07/25/2023 10:42:00,10:42:00 AM,435,Claris Merah
07/25/2023 10:42:00,10:42:00 AM,435,Diamond Coklat Blok
07/25/2023 12:06:00,12:06:00 PM,436,Selai Coklat Biasa 250gr
07/25/2023 12:06:00,12:06:00 PM,436,Sterofoam Seblak
07/25/2023 13:08:00,01:08:00 PM,437,Plastik Tomat 14x35
07/25/2023 13:11:00,01:11:00 PM,438,Cup 14 Oz
07/25/2023 13:11:00,01:11:00 PM,438,Cup Bryan
07/25/2023 15:21:00,03:21:00 PM,439,Thinwall 350ml
07/25/2023 15:21:00,03:21:00 PM,439,Sendok Makan Bening
07/25/2023 15:21:00,03:21:00 PM,439,Tepung Beras Rosebrand
07/25/2023 15:21:00,03:21:00 PM,439,Tepung Beras Rosebrand
07/25/2023 16:43:00,04:43:00 PM,440,Cup 14 Oz
07/25/2023 20:00:00,08:00:00 PM,441,Wayang 11x25x05
07/25/2023 20:00:00,08:00:00 PM,441,Kertas Nasi Gulung
07/25/2023 20:00:00,08:00:00 PM,441,Kertas Nasi Gulung
07/26/2023 06:33:00,06:33:00 AM,442,Segitiga Biru Kemasan 1kg
07/26/2023 06:33:00,06:33:00 AM,442,Fermipan Sachet
07/26/2023 06:33:00,06:33:00 AM,442,Selai Coklat Biasa 250gr
07/26/2023 06:38:00,06:38:00 AM,443,Evaporasi F&N
07/26/2023 06:38:00,06:38:00 AM,443,Sagu Mutiara
07/26/2023 06:38:00,06:38:00 AM,443,Sagu Mutiara
07/26/2023 06:38:00,06:38:00 AM,443,Nutrijel Plain
07/26/2023 06:38:00,06:38:00 AM,443,Wincheez
07/26/2023 06:38:00,06:38:00 AM,443,Dairy Champ
07/26/2023 06:48:00,06:48:00 AM,444,Wayang 10x15x05
07/26/2023 06:48:00,06:48:00 AM,444,Wayang 12x15x05
07/26/2023 06:48:00,06:48:00 AM,444,Digimon 1 Gelas
07/26/2023 06:50:00,06:50:00 AM,445,Procheez Gold
07/26/2023 07:51:00,07:51:00 AM,446,Tusuk Cilok
07/26/2023 13:18:00,01:18:00 PM,447,Selai Stroberi 250gr
07/26/2023 13:18:00,01:18:00 PM,447,Fermipan Sachet
07/26/2023 13:33:00,01:33:00 PM,448,Dancow Sachet
07/26/2023 13:33:00,01:33:00 PM,448,Dancow Sachet
07/26/2023 13:57:00,01:57:00 PM,449,Sp
07/26/2023 13:57:00,01:57:00 PM,449,Sp
07/26/2023 13:57:00,01:57:00 PM,449,Sp
07/26/2023 13:57:00,01:57:00 PM,449,Sp
07/26/2023 14:36:00,02:36:00 PM,450,Digimon 1 Gelas
07/26/2023 14:36:00,02:36:00 PM,450,Kertas Nasi Putih
07/26/2023 17:03:00,05:03:00 PM,451,Soda Kue
07/27/2023 07:16:00,07:16:00 AM,452,Sarung Tangan Plastik
07/27/2023 07:17:00,07:17:00 AM,453,Sterofoam Nasi
07/27/2023 07:57:00,07:57:00 AM,454,Collata Coklat Blok 500gr
07/27/2023 07:57:00,07:57:00 AM,454,Whippy Haan
07/27/2023 07:57:00,07:57:00 AM,454,Pisau Brownies
07/27/2023 07:59:00,07:59:00 AM,455,Mayonais Mamayo 1kg
07/27/2023 07:59:00,07:59:00 AM,455,McLewis Saos Cabe 1kg
07/27/2023 10:17:00,10:17:00 AM,456,Sterofoam Bubur
07/27/2023 10:17:00,10:17:00 AM,456,Plastik Alas Bubur
07/27/2023 10:17:00,10:17:00 AM,456,Diamond UHT 1L
07/27/2023 10:17:00,10:17:00 AM,456,Thinwall 500ml
07/27/2023 11:51:00,11:51:00 AM,457,Pewarna Merah Cabe
07/27/2023 11:52:00,11:52:00 AM,458,Wayang 14x25x05
07/27/2023 14:21:00,02:21:00 PM,459,Plastik Tomat 10x30
07/27/2023 14:21:00,02:21:00 PM,459,Digimon 1 Gelas
07/27/2023 15:13:00,03:13:00 PM,460,Digimon 1 Gelas
07/28/2023 06:12:00,06:12:00 AM,461,Buldozer 15 Hitam
07/28/2023 06:12:00,06:12:00 AM,461,Kresek Motto Uk 40 Hitam
07/28/2023 07:49:00,07:49:00 AM,462,Gula Pasir 250gr
07/28/2023 07:49:00,07:49:00 AM,463,Palmia 200gr
07/28/2023 07:49:00,07:49:00 AM,463,Procheez Gold
07/28/2023 07:51:00,07:51:00 AM,464,Wayang 14x25x05
07/28/2023 07:51:00,07:51:00 AM,464,Wayang 17x30x05
07/28/2023 07:56:00,07:56:00 AM,465,Nutrijel
07/28/2023 07:56:00,07:56:00 AM,465,Vanili KP Serbuk
07/28/2023 08:24:00,08:24:00 AM,466,Selai Coklat Biasa 250gr
07/28/2023 08:25:00,08:25:00 AM,467,Wayang 11x25x05
07/28/2023 08:25:00,08:25:00 AM,467,Bader 10x20
07/28/2023 08:25:00,08:25:00 AM,467,Bader 10x20
07/28/2023 14:23:00,02:23:00 PM,468,Diamond UHT 1L
07/28/2023 14:24:00,02:24:00 PM,469,Digimon 1 Gelas
07/28/2023 14:38:00,02:38:00 PM,470,Thinwall 350ml
07/28/2023 14:38:00,02:38:00 PM,470,Thinwall 350ml
07/28/2023 14:38:00,02:38:00 PM,470,Nutrijel Kelapa
07/28/2023 14:38:00,02:38:00 PM,470,Nutrijel Kelapa
07/28/2023 14:38:00,02:38:00 PM,470,Nutrijel Kelapa
07/28/2023 14:38:00,02:38:00 PM,470,Nutrijel Kelapa
07/28/2023 14:38:00,02:38:00 PM,470,Nutrijel Melon
07/28/2023 14:38:00,02:38:00 PM,470,Nutrijel Melon
07/28/2023 14:38:00,02:38:00 PM,470,Nutrijel Melon
07/28/2023 14:38:00,02:38:00 PM,470,Nutrijel Melon
07/28/2023 14:38:00,02:38:00 PM,470,Selasih
07/28/2023 14:38:00,02:38:00 PM,470,Selasih
07/28/2023 14:38:00,02:38:00 PM,470,Sagu Mutiara
07/28/2023 14:38:00,02:38:00 PM,470,Sagu Mutiara
07/28/2023 14:38:00,02:38:00 PM,470,Sagu Mutiara
07/28/2023 14:38:00,02:38:00 PM,470,Evaporasi F&N
07/28/2023 14:38:00,02:38:00 PM,470,Evaporasi F&N
07/28/2023 14:38:00,02:38:00 PM,470,Evaporasi F&N
07/28/2023 14:38:00,02:38:00 PM,470,Evaporasi F&N
07/28/2023 14:38:00,02:38:00 PM,470,Diamond UHT 1L
07/28/2023 14:38:00,02:38:00 PM,470,Diamond UHT 1L
07/28/2023 14:38:00,02:38:00 PM,470,Diamond UHT 1L
07/28/2023 14:38:00,02:38:00 PM,470,Diamond UHT 1L
07/28/2023 14:38:00,02:38:00 PM,470,Dairy Champ
07/28/2023 14:38:00,02:38:00 PM,470,Dairy Champ
07/28/2023 16:25:00,04:25:00 PM,471,Tepung Beras Rosebrand
07/28/2023 16:56:00,04:56:00 PM,472,Mika Bolu Kotak Uk 22
07/28/2023 16:56:00,04:56:00 PM,472,Mika Bolu Kotak Uk 22
07/28/2023 16:56:00,04:56:00 PM,472,Mika Bolu Kotak Uk 22
07/28/2023 16:56:00,04:56:00 PM,472,Mika Bolu Kotak Uk 22
07/28/2023 17:58:00,05:58:00 PM,473,Plastik Tomat 14x35
07/28/2023 18:11:00,06:11:00 PM,474,Selai Coklat Biasa 250gr
07/29/2023 07:05:00,07:05:00 AM,475,Cup 10 Pendek
07/29/2023 07:06:00,07:06:00 AM,476,Terigu Biasa
07/29/2023 07:07:00,07:07:00 AM,477,Paper Cup Bowl
07/29/2023 07:07:00,07:07:00 AM,477,Tepung Roti 250gr
07/29/2023 07:07:00,07:07:00 AM,477,Tepung Roti 250gr
07/29/2023 07:07:00,07:07:00 AM,477,Tepung Roti 250gr
07/29/2023 07:07:00,07:07:00 AM,477,Tepung Roti 250gr
07/29/2023 07:24:00,07:24:00 AM,478,Sterofoam Bubur
07/29/2023 07:27:00,07:27:00 AM,479,Kresek Tomat 15
07/29/2023 10:25:00,10:25:00 AM,480,Cup Ager 130ml
07/29/2023 12:12:00,12:12:00 PM,481,Diamond Coklat Blok
07/29/2023 12:12:00,12:12:00 PM,481,Seres Kiloan/250gr
07/29/2023 13:53:00,01:53:00 PM,482,Cup Bryan
07/29/2023 15:17:00,03:17:00 PM,483,Plastik Ultah
07/29/2023 17:04:00,05:04:00 PM,484,Wayang 17x30x05
07/29/2023 17:05:00,05:05:00 PM,485,Wayang 20x35x05
07/30/2023 06:44:00,06:44:00 AM,486,Swallow Plain
07/30/2023 06:44:00,06:44:00 AM,486,Swallow Coklat
07/30/2023 10:27:00,10:27:00 AM,487,Diamond Coklat Blok
07/30/2023 10:28:00,10:28:00 AM,488,Sp
07/30/2023 10:28:00,10:28:00 AM,488,Vanili Pepaya
07/30/2023 10:28:00,10:28:00 AM,488,Vanili Pepaya
07/30/2023 10:29:00,10:29:00 AM,489,Nutrijel Kelapa
07/30/2023 10:29:00,10:29:00 AM,489,Nutrijel Kelapa
07/30/2023 10:30:00,10:30:00 AM,490,Tusuk Sate Panjang
07/30/2023 14:12:00,02:12:00 PM,491,Good Day Cappucino
07/30/2023 14:12:00,02:12:00 PM,491,Nutrisari
07/30/2023 14:13:00,02:13:00 PM,492,Bader 15x30
07/30/2023 17:55:00,05:55:00 PM,493,Cup 12 Oz
07/30/2023 17:56:00,05:56:00 PM,494,Wayang 17x30x05
07/31/2023 07:15:00,07:15:00 AM,495,Evaporasi F&N
07/31/2023 07:50:00,07:50:00 AM,496,Kresek Motto Uk 40 Hitam
07/31/2023 10:57:00,10:57:00 AM,497,Kertas Nasi Osaka
07/31/2023 10:58:00,10:58:00 AM,498,Cup 16 Oz
07/31/2023 11:54:00,11:54:00 AM,499,Sterofoam Seblak
07/31/2023 11:54:00,11:54:00 AM,499,Selai Coklat Biasa 250gr
07/31/2023 13:05:00,01:05:00 PM,500,Diamond Coklat Blok
07/31/2023 13:07:00,01:07:00 PM,501,Cup 14 Oz
07/31/2023 13:07:00,01:07:00 PM,501,Cup 10 Tinggi
07/31/2023 14:02:00,02:02:00 PM,502,Mika Brownis Uk M
07/31/2023 14:02:00,02:02:00 PM,502,Mika Brownis Uk M
07/31/2023 14:02:00,02:02:00 PM,502,Mika Brownis Uk M
07/31/2023 14:02:00,02:02:00 PM,502,Mika Brownis Uk M
07/31/2023 14:02:00,02:02:00 PM,502,Mika Brownis Uk M
07/31/2023 14:02:00,02:02:00 PM,502,Mika Brownis Uk M
07/31/2023 14:02:00,02:02:00 PM,502,Claris Merah
07/31/2023 14:02:00,02:02:00 PM,502,Claris Merah
07/31/2023 14:02:00,02:02:00 PM,502,Claris Merah
07/31/2023 14:02:00,02:02:00 PM,502,Dancow Sachet
07/31/2023 14:02:00,02:02:00 PM,502,Dancow Sachet
07/31/2023 15:03:00,03:03:00 PM,503,Sun Kara
07/31/2023 15:03:00,03:03:00 PM,503,Sun Kara
